customer_id,customer_name,industry,company_size,customer_since,last_interaction,support_tickets,satisfaction_score,churn_status
CUST2435,Bhalla-Wable,Healthcare,Enterprise,2022-11-02,2024-12-24,37,2,1
CUST2436,Yogi-Sabharwal,Tech,Small,2020-01-19,2024-04-06,38,3,1
CUST2437,Raj and Sons,Retail,Enterprise,2025-01-06,2025-07-06,38,9,0
CUST2438,"Pal, Ravi and Kalita",Non-Profit,Enterprise,2020-05-08,2024-12-28,34,2,1
CUST2439,Wali-Sabharwal,Government,Mid-Market,2022-08-30,2025-04-16,11,5,0
CUST2440,Ganesan-Badal,Tech,Mid-Market,2024-03-26,2025-06-30,1,8,0
CUST2441,Tandon-Parekh,Non-Profit,Enterprise,2021-06-07,2025-06-30,1,8,0
CUST2442,Raja-Kuruvilla,Manufacturing,Mid-Market,2024-03-13,2025-06-30,1,8,0
CUST2443,"Chauhan, Balan and Naidu",Education,Small,2022-04-12,2025-01-08,34,5,1
CUST2444,Bandi PLC,Tech,Enterprise,2024-02-09,2025-06-26,29,6,0
CUST2445,Parmar and Sons,Education,Mid-Market,2023-03-19,2025-06-30,1,8,0
CUST2446,"Vala, Buch and Dhar",Tech,Mid-Market,2023-05-31,2023-12-25,8,6,0
CUST2447,"Mistry, Chad and Sule",Non-Profit,Enterprise,2024-07-29,2025-06-30,1,8,0
CUST2448,Nagy and Sons,Non-Profit,Small,2021-02-05,2025-06-30,1,8,0
CUST2449,Lal-Singhal,Tech,Mid-Market,2020-06-12,2025-06-30,1,8,0
CUST2450,Pillay PLC,Retail,Enterprise,2022-10-23,2025-06-30,1,8,0
CUST2451,Dada PLC,Non-Profit,Small,2023-08-01,2024-11-13,13,2,1
CUST2452,Gandhi-Ahuja,Manufacturing,Small,2025-03-04,2025-03-19,6,4,0
CUST2453,Kumar-Luthra,Healthcare,Enterprise,2023-10-17,2025-06-30,1,8,0
CUST2454,"Natarajan, Bath and Ghosh",Non-Profit,Mid-Market,2022-02-11,2023-12-26,8,1,1
CUST2455,Mani Ltd,Education,Enterprise,2022-07-18,2025-06-30,1,8,0
CUST2456,Dutt-Ahuja,Government,Small,2019-01-08,2025-06-30,1,8,0
CUST2457,Sharma-Mani,Government,Mid-Market,2023-02-05,2025-06-30,1,8,0
CUST2458,Johal LLC,Healthcare,Enterprise,2020-02-18,2024-11-27,41,9,0
CUST2459,Mahal-Madan,Retail,Small,2023-01-01,2025-06-30,1,8,0
CUST2460,"Nagar, Kuruvilla and Kala",Education,Mid-Market,2022-02-01,2025-06-30,1,8,0
CUST2461,Bhardwaj and Sons,Healthcare,Enterprise,2022-08-06,2025-06-30,1,8,0
CUST2462,Mutti-Nazareth,Education,Mid-Market,2019-01-28,2025-06-30,1,8,0
CUST2463,Radhakrishnan PLC,Tech,Mid-Market,2023-02-23,2023-11-27,9,7,0
CUST2464,"Mani, Raghavan and Dyal",Healthcare,Enterprise,2025-01-20,2025-06-30,1,8,0
CUST2465,"Ramesh, Prabhu and Deep",Education,Small,2024-08-01,2025-07-02,38,10,0
CUST2466,Ravi-Shukla,Manufacturing,Small,2022-08-12,2025-06-30,1,8,0
CUST2467,Talwar-Mittal,Education,Small,2022-05-30,2025-06-30,1,8,0
CUST2468,Wagle-Prabhu,Government,Mid-Market,2022-09-29,2025-04-27,2,7,0
CUST2469,"Sankaran, Pillai and Madan",Retail,Mid-Market,2021-04-14,2025-06-30,1,8,0
CUST2470,"Wali, Bhandari and Puri",Manufacturing,Mid-Market,2025-04-28,2025-06-30,1,8,0
CUST2471,Yadav Ltd,Government,Mid-Market,2021-10-05,2025-06-30,1,8,0
CUST2472,"Apte, Pant and Mangal",Non-Profit,Mid-Market,2023-04-09,2025-06-30,1,8,0
CUST2473,"Padmanabhan, Saran and Parekh",Non-Profit,Mid-Market,2024-01-21,2025-06-30,1,8,0
CUST2474,Oommen-Kaul,Manufacturing,Enterprise,2022-10-09,2025-07-09,39,6,0
CUST2475,Karnik Ltd,Education,Mid-Market,2024-09-23,2025-06-30,1,8,0
CUST2476,"Apte, Ganesh and Balakrishnan",Healthcare,Small,2022-03-27,2025-06-30,1,8,0
CUST2477,"Majumdar, Sood and Mammen",Healthcare,Small,2019-12-26,2025-06-30,1,8,0
CUST2478,Issac LLC,Finance,Enterprise,2023-04-07,2023-09-18,22,10,0
CUST2479,Warrior-Ben,Healthcare,Small,2022-02-01,2025-06-30,1,8,0
CUST2480,"Soni, Walla and Prabhakar",Retail,Enterprise,2022-06-14,2025-03-21,43,7,0
CUST2481,"Luthra, Kale and Sem",Finance,Enterprise,2024-03-07,2025-06-30,1,8,0
CUST2482,Bawa and Sons,Finance,Enterprise,2022-07-26,2025-06-30,1,8,0
CUST2483,Pandey-Iyer,Education,Enterprise,2021-08-27,2025-06-30,1,8,0
CUST2484,Ganesh Inc,Healthcare,Mid-Market,2021-04-28,2023-11-13,24,10,0
CUST2485,Andra-Konda,Healthcare,Small,2021-11-11,2025-03-21,32,9,0
CUST2486,Rattan Inc,Healthcare,Enterprise,2019-07-06,2025-06-30,1,8,0
CUST2487,Lalla LLC,Healthcare,Mid-Market,2024-11-10,2025-07-24,42,10,0
CUST2488,"Mani, Sura and Sama",Tech,Small,2024-06-29,2025-04-09,13,5,0
CUST2489,"Narasimhan, Shankar and Taneja",Non-Profit,Mid-Market,2022-07-24,2025-06-30,1,8,0
CUST2490,Karnik-Kothari,Government,Mid-Market,2025-05-07,2025-07-13,7,7,0
CUST2491,Dube and Sons,Retail,Enterprise,2022-01-22,2025-06-30,1,8,0
CUST2492,Mody-Handa,Manufacturing,Small,2024-04-08,2025-06-30,1,8,0
CUST2493,Sathe-Saini,Non-Profit,Enterprise,2019-07-06,2024-04-24,7,7,0
CUST2494,"Mohanty, Modi and Andra",Education,Small,2019-10-09,2024-12-29,23,3,1
CUST2495,Sen LLC,Non-Profit,Small,2020-01-08,2025-06-30,1,8,0
CUST2496,Deshpande Inc,Finance,Mid-Market,2020-11-19,2024-11-27,27,4,1
CUST2497,"Oza, Rout and Sundaram",Finance,Mid-Market,2021-08-10,2025-06-30,1,8,0
CUST2498,"Pillay, Vyas and Chawla",Healthcare,Small,2021-05-17,2025-06-30,1,8,0
CUST2499,Tata LLC,Education,Enterprise,2020-03-14,2025-06-30,1,8,0
CUST2500,Iyengar-Trivedi,Government,Enterprise,2021-02-06,2025-06-30,1,8,0
CUST2501,Bora Group,Manufacturing,Mid-Market,2024-07-23,2025-01-16,39,1,1
CUST2502,Char LLC,Manufacturing,Enterprise,2024-08-25,2025-03-23,20,6,0
CUST2503,"Mall, Chokshi and Pradhan",Government,Enterprise,2022-08-22,2025-06-30,1,8,0
CUST2504,Mohan-Sankar,Healthcare,Small,2020-10-06,2025-06-30,1,8,0
CUST2505,Kamdar-Oak,Non-Profit,Small,2019-11-19,2024-05-03,34,1,1
CUST2506,Dutta Ltd,Non-Profit,Small,2020-05-12,2023-08-10,22,4,0
CUST2507,Ratti PLC,Finance,Enterprise,2024-03-14,2025-06-30,1,8,0
CUST2508,Mand-Saraf,Government,Mid-Market,2023-12-27,2025-06-30,1,8,0
CUST2509,Dugal-Grewal,Manufacturing,Mid-Market,2019-02-25,2025-06-30,1,8,0
CUST2510,Krishna-Biswas,Government,Mid-Market,2024-11-07,2025-03-18,1,4,0
CUST2511,"Bahri, Som and Kade",Retail,Small,2025-04-01,2025-06-08,1,6,0
CUST2512,Sehgal-Murty,Education,Small,2023-02-28,2024-06-23,20,9,0
CUST2513,Pall-Parekh,Healthcare,Small,2024-09-06,2025-06-30,1,8,0
CUST2514,Dhaliwal Group,Non-Profit,Enterprise,2023-12-15,2024-09-10,3,4,1
CUST2515,Modi-Karan,Manufacturing,Small,2020-08-15,2025-06-30,1,8,0
CUST2516,Dixit Inc,Healthcare,Mid-Market,2025-03-06,2025-01-01,29,5,1
CUST2517,Murthy-Thaker,Education,Small,2024-07-03,2024-12-05,50,4,0
CUST2518,"Choudhry, Setty and Sule",Healthcare,Mid-Market,2019-05-23,2024-09-28,34,2,1
CUST2519,Nagi Group,Manufacturing,Small,2019-12-08,2025-06-30,1,8,0
CUST2520,Vohra Ltd,Manufacturing,Small,2019-10-14,2025-03-25,10,2,0
CUST2521,Madan PLC,Government,Small,2025-03-17,2025-06-30,1,8,0
CUST2522,"Madan, Gade and Kale",Retail,Enterprise,2023-01-05,2025-06-30,1,8,0
CUST2523,"Rao, Jayaraman and Ramanathan",Finance,Mid-Market,2021-08-17,2025-06-30,1,8,0
CUST2524,Edwin-Hayer,Healthcare,Mid-Market,2021-08-07,2025-06-30,1,8,0
CUST2525,Sathe-Ramesh,Retail,Small,2024-04-18,2024-06-03,37,8,0
CUST2526,"Bail, Purohit and Kibe",Government,Mid-Market,2019-11-11,2025-06-30,1,8,0
CUST2527,Madan-Wali,Government,Mid-Market,2024-02-25,2024-06-22,7,6,0
CUST2528,Gola-Narain,Manufacturing,Enterprise,2025-06-19,2025-07-11,10,9,0
CUST2529,"Sandhu, Golla and Raj",Government,Enterprise,2025-05-01,2025-05-14,8,6,0
CUST2530,Goyal LLC,Tech,Small,2021-12-27,2025-06-30,1,8,0
CUST2531,"Mani, Chaudhuri and Chanda",Healthcare,Enterprise,2023-12-03,2025-06-30,1,8,0
CUST2532,Din Inc,Healthcare,Small,2020-05-03,2024-11-20,39,6,0
CUST2533,Batra-Lall,Tech,Enterprise,2020-01-19,2025-06-30,1,8,0
CUST2534,Sami Inc,Finance,Enterprise,2021-05-27,2025-06-30,1,8,0
CUST2535,Ramaswamy and Sons,Education,Small,2019-01-01,2025-06-30,1,8,0
CUST2536,Mall-Vohra,Retail,Enterprise,2023-07-12,2025-06-30,1,8,0
CUST2537,Mukherjee-Sha,Manufacturing,Small,2022-10-14,2024-07-23,47,2,1
CUST2538,Randhawa PLC,Government,Enterprise,2021-01-08,2025-06-30,1,8,0
CUST2539,Kamdar-Tak,Education,Small,2022-05-04,2025-06-30,1,8,0
CUST2540,Kibe-Apte,Tech,Small,2021-08-06,2025-06-30,1,8,0
CUST2541,"Thaker, Dey and Dasgupta",Manufacturing,Enterprise,2020-07-21,2024-08-31,0,9,0
CUST2542,Oak-Khare,Healthcare,Mid-Market,2019-04-06,2024-12-01,16,3,1
CUST2543,Lal and Sons,Non-Profit,Mid-Market,2023-11-18,2025-06-30,1,8,0
CUST2544,Samra-Rastogi,Finance,Enterprise,2019-10-11,2025-06-30,1,8,0
CUST2545,"Loyal, Sood and Sharaf",Education,Mid-Market,2021-06-26,2025-06-30,1,8,0
CUST2546,Kaul-Varughese,Non-Profit,Small,2022-01-17,2025-06-30,1,8,0
CUST2547,Wali-Radhakrishnan,Tech,Small,2020-08-07,2025-06-30,1,8,0
CUST2548,Sami-Madan,Tech,Mid-Market,2025-04-09,2025-06-01,8,7,0
CUST2549,"Anand, Kala and Bora",Non-Profit,Mid-Market,2023-02-11,2023-12-23,28,4,0
CUST2550,Ray-Om,Non-Profit,Mid-Market,2023-09-28,2025-06-30,1,8,0
CUST2551,Malhotra Inc,Retail,Small,2022-02-09,2025-06-30,1,8,0
CUST2552,"Mohanty, Om and Sachar",Healthcare,Small,2021-03-11,2025-06-30,1,8,0
CUST2553,"Khanna, Bhargava and Gopal",Retail,Enterprise,2019-04-23,2025-06-30,1,8,0
CUST2554,Bawa-Gokhale,Healthcare,Mid-Market,2019-07-09,2025-06-30,1,8,0
CUST2555,Pai and Sons,Tech,Enterprise,2020-04-27,2024-04-04,12,7,0
CUST2556,Choudhary Group,Finance,Mid-Market,2020-09-29,2024-01-28,16,2,1
CUST2557,"Ranganathan, Subramaniam and Dash",Government,Small,2020-05-28,2025-06-30,1,8,0
CUST2558,"Merchant, Vala and Sathe",Manufacturing,Enterprise,2024-05-29,2024-07-07,37,8,0
CUST2559,Parsa LLC,Government,Small,2020-01-16,2024-06-19,41,4,1
CUST2560,Korpal-Sunder,Retail,Small,2021-03-31,2025-03-07,10,7,0
CUST2561,Halder-Gour,Tech,Enterprise,2022-12-09,2025-06-30,1,8,0
CUST2562,Korpal PLC,Education,Small,2021-07-23,2025-06-30,1,8,0
CUST2563,Pal-Patla,Education,Mid-Market,2019-01-16,2025-06-30,1,8,0
CUST2564,Yohannan-Dhillon,Tech,Mid-Market,2021-01-25,2025-06-30,1,8,0
CUST2565,Yadav-Kar,Non-Profit,Enterprise,2021-02-07,2024-06-14,0,3,1
CUST2566,Lala PLC,Tech,Small,2024-04-30,2025-06-04,0,9,0
CUST2567,"Mand, Thaker and Rajan",Finance,Mid-Market,2021-08-09,2025-06-30,1,8,0
CUST2568,Grewal-Setty,Education,Small,2020-06-21,2025-06-30,1,8,0
CUST2569,"Sood, Sandal and Prabhu",Education,Mid-Market,2025-03-02,2025-06-30,1,8,0
CUST2570,Patla-Bora,Tech,Mid-Market,2020-05-28,2023-08-02,19,4,1
CUST2571,"Krishnamurthy, Shenoy and Mittal",Retail,Mid-Market,2025-07-17,2025-06-30,1,8,0
CUST2572,Chad-Kale,Finance,Mid-Market,2024-03-16,2025-01-12,8,7,0
CUST2573,Dua Ltd,Non-Profit,Small,2024-04-05,2025-01-18,34,5,0
CUST2574,"Nazareth, Chander and Bahri",Government,Small,2021-07-16,2024-07-16,3,5,1
CUST2575,Dora-Dora,Finance,Small,2020-10-10,2024-01-01,28,2,1
CUST2576,Kalita-Seshadri,Finance,Mid-Market,2024-05-18,2025-06-30,1,8,0
CUST2577,Deshmukh Inc,Retail,Small,2024-10-11,2025-06-30,1,8,0
CUST2578,Grewal-Setty,Education,Mid-Market,2021-08-23,2025-06-30,1,8,0
CUST2579,Ben PLC,Finance,Enterprise,2022-11-11,2024-09-09,38,2,1
CUST2580,Dewan-Tank,Finance,Mid-Market,2021-01-13,2024-02-14,21,2,1
CUST2581,"Manne, Mall and Prashad",Manufacturing,Small,2022-07-04,2025-06-30,1,8,0
CUST2582,Sankar Ltd,Finance,Small,2023-04-08,2025-01-31,1,9,0
CUST2583,Thakur Inc,Finance,Enterprise,2025-07-04,2025-06-30,1,8,0
CUST2584,"Oak, Atwal and Bava",Retail,Enterprise,2022-11-18,2023-11-20,0,7,0
CUST2585,Bhattacharyya Ltd,Retail,Mid-Market,2019-10-30,2024-08-28,9,7,0
CUST2586,Sridhar-Dyal,Non-Profit,Mid-Market,2023-02-27,2025-06-30,1,8,0
CUST2587,Jani-Apte,Education,Small,2020-10-27,2025-06-30,1,8,0
CUST2588,Nagi-Sachdeva,Education,Mid-Market,2019-12-06,2024-05-27,19,2,1
CUST2589,Luthra Ltd,Manufacturing,Mid-Market,2023-04-17,2025-06-30,1,8,0
CUST2590,Brahmbhatt-Mutti,Manufacturing,Small,2020-05-02,2025-06-30,1,8,0
CUST2591,Khurana Ltd,Non-Profit,Small,2023-09-07,2025-06-30,1,8,0
CUST2592,Borde PLC,Tech,Mid-Market,2020-08-24,2024-10-03,49,4,1
CUST2593,Dhingra PLC,Government,Small,2025-02-26,2025-06-30,1,8,0
CUST2594,"Swamy, Keer and Lata",Education,Small,2022-10-01,2023-10-06,20,3,1
CUST2595,"Dubey, Bhattacharyya and Lanka",Tech,Small,2025-05-24,2025-06-30,1,8,0
CUST2596,Gala Ltd,Retail,Small,2020-02-19,2025-06-30,1,8,0
CUST2597,"Narasimhan, Parikh and Lad",Government,Mid-Market,2025-01-13,2025-06-30,1,8,0
CUST2598,Dash-Golla,Government,Small,2021-06-07,2025-06-30,1,8,0
CUST2599,"Brar, Tella and Chaudhry",Finance,Small,2023-08-09,2024-11-13,27,3,1
CUST2600,Yadav PLC,Retail,Enterprise,2022-12-09,2024-03-03,4,7,0
CUST2601,Pandit Ltd,Healthcare,Small,2021-02-12,2025-06-30,1,8,0
CUST2602,Rajan-Mangat,Education,Small,2020-03-28,2025-06-30,1,8,0
CUST2603,Shan-Jha,Non-Profit,Small,2024-03-22,2025-06-30,1,8,0
CUST2604,"Goel, Viswanathan and Ramakrishnan",Government,Mid-Market,2019-01-02,2025-06-30,1,8,0
CUST2605,"Sarna, Bhatia and Mammen",Retail,Mid-Market,2021-05-29,2025-06-30,1,8,0
CUST2606,"Bal, Kala and Taneja",Government,Small,2024-12-30,2025-06-30,1,8,0
CUST2607,"Chad, Bhakta and Bath",Healthcare,Mid-Market,2023-07-21,2024-11-06,30,3,1
CUST2608,Krishna-Jaggi,Manufacturing,Mid-Market,2023-09-23,2025-06-30,1,8,0
CUST2609,Mody-Memon,Education,Small,2021-12-24,2024-11-24,40,2,1
CUST2610,Nayar and Sons,Education,Enterprise,2019-09-12,2025-06-30,1,8,0
CUST2611,Desai and Sons,Healthcare,Mid-Market,2025-03-27,2025-05-28,10,9,0
CUST2612,"Chawla, Gour and Sankar",Tech,Small,2019-12-12,2025-06-30,1,8,0
CUST2613,Koshy-Chaudhary,Tech,Small,2024-12-12,2025-04-17,21,7,0
CUST2614,Shukla and Sons,Retail,Mid-Market,2022-09-28,2024-10-20,46,2,1
CUST2615,Dhingra and Sons,Education,Small,2022-10-10,2025-06-30,1,8,0
CUST2616,"Rana, Sankaran and Pradhan",Government,Enterprise,2024-04-09,2025-06-30,1,8,0
CUST2617,Bala-Sridhar,Healthcare,Small,2024-11-10,2025-06-30,1,8,0
CUST2618,Chad-Narasimhan,Healthcare,Mid-Market,2021-11-08,2025-03-20,7,5,0
CUST2619,Deol and Sons,Tech,Enterprise,2020-01-06,2024-03-18,14,9,0
CUST2620,"Shenoy, Chadha and Wali",Non-Profit,Enterprise,2024-10-06,2025-06-30,1,8,0
CUST2621,Sheth-Uppal,Manufacturing,Enterprise,2024-07-10,2025-06-30,1,8,0
CUST2622,"Kunda, Dash and Shah",Finance,Enterprise,2019-12-06,2025-06-30,1,8,0
CUST2623,Cheema Inc,Non-Profit,Mid-Market,2022-04-20,2023-10-14,49,4,1
CUST2624,"Hora, Mandal and Tata",Healthcare,Mid-Market,2019-07-28,2023-10-24,37,3,1
CUST2625,Cherian Group,Retail,Small,2024-11-21,2025-06-30,1,8,0
CUST2626,Goel and Sons,Healthcare,Mid-Market,2021-01-13,2025-06-30,1,8,0
CUST2627,"Ramesh, Koshy and Dugar",Healthcare,Small,2019-04-23,2025-03-11,31,9,0
CUST2628,Bhagat Ltd,Non-Profit,Small,2023-07-11,2025-06-30,1,8,0
CUST2629,Samra-Shukla,Non-Profit,Mid-Market,2020-01-21,2025-06-30,1,8,0
CUST2630,"Handa, Kaur and Sengupta",Government,Small,2024-02-16,2025-06-30,1,8,0
CUST2631,Sangha-Sood,Government,Mid-Market,2019-12-14,2025-06-30,1,8,0
CUST2632,"Baral, Mohan and Warrior",Non-Profit,Mid-Market,2020-08-26,2025-06-30,1,8,0
CUST2633,Chopra and Sons,Education,Enterprise,2020-08-18,2023-12-28,27,10,0
CUST2634,Rai PLC,Tech,Enterprise,2021-04-28,2023-11-14,34,4,1
CUST2635,"Pillai, Menon and Bansal",Finance,Mid-Market,2022-08-10,2025-06-30,1,8,0
CUST2636,Banik-Som,Retail,Small,2019-01-29,2025-01-24,16,5,0
CUST2637,"Jain, Gopal and Bhakta",Finance,Enterprise,2023-01-23,2025-06-30,1,8,0
CUST2638,"Issac, Dash and Shankar",Government,Small,2020-11-07,2025-06-30,1,8,0
CUST2639,Raman Group,Manufacturing,Enterprise,2025-04-10,2025-06-30,1,8,0
CUST2640,Tripathi-Deol,Retail,Mid-Market,2019-11-30,2025-06-30,1,8,0
CUST2641,"Chowdhury, Kibe and Walla",Non-Profit,Small,2022-03-16,2025-07-01,43,2,0
CUST2642,"Barad, Bobal and Panchal",Government,Mid-Market,2023-10-20,2025-06-30,1,8,0
CUST2643,Sarna Group,Healthcare,Small,2023-04-21,2025-06-30,1,8,0
CUST2644,Soman and Sons,Government,Mid-Market,2019-10-10,2025-06-30,1,8,0
CUST2645,Edwin-Oommen,Tech,Mid-Market,2021-05-07,2024-04-15,2,3,1
CUST2646,Setty-Sahota,Government,Enterprise,2020-02-14,2023-11-05,18,1,1
CUST2647,Char Group,Healthcare,Mid-Market,2022-04-02,2025-06-30,1,8,0
CUST2648,Issac-Lad,Government,Enterprise,2021-12-31,2025-06-30,1,8,0
CUST2649,Lala and Sons,Finance,Mid-Market,2024-11-27,2025-06-30,1,8,0
CUST2650,Chahal-Venkataraman,Non-Profit,Enterprise,2019-02-28,2025-03-18,15,6,0
CUST2651,Lad-Dhingra,Government,Small,2019-02-03,2025-06-25,19,10,0
CUST2652,Gara Group,Education,Enterprise,2019-09-02,2024-11-11,26,4,1
CUST2653,"Dyal, Narayan and Rau",Government,Small,2022-02-23,2025-06-30,1,8,0
CUST2654,Pai-Sachar,Retail,Enterprise,2019-10-14,2025-06-30,1,8,0
CUST2655,Badal Ltd,Non-Profit,Enterprise,2020-09-25,2025-06-30,1,8,0
CUST2656,Dara-Mukherjee,Finance,Mid-Market,2025-03-30,2025-05-01,42,5,0
CUST2657,"Pau, Maharaj and Ramakrishnan",Retail,Small,2021-04-25,2025-03-07,47,8,0
CUST2658,Sane-Narain,Non-Profit,Mid-Market,2024-08-21,2025-05-02,6,6,0
CUST2659,Mallick Ltd,Tech,Small,2021-02-17,2025-06-30,1,8,0
CUST2660,"Mane, Parsa and Gandhi",Education,Mid-Market,2025-01-28,2024-09-08,41,5,1
CUST2661,Dalal-Hans,Education,Enterprise,2024-07-12,2025-06-30,1,8,0
CUST2662,"Banerjee, Mand and Sarkar",Finance,Mid-Market,2024-03-27,2025-06-30,1,8,0
CUST2663,Talwar-Deshpande,Education,Small,2020-02-15,2024-08-08,19,9,0
CUST2664,Jani Ltd,Tech,Small,2024-10-12,2024-10-22,1,6,0
CUST2665,Bajaj-Lata,Manufacturing,Enterprise,2022-01-12,2025-06-30,1,8,0
CUST2666,Pandey-Hegde,Healthcare,Small,2022-12-12,2025-06-30,1,8,0
CUST2667,Barman-Viswanathan,Manufacturing,Small,2022-10-03,2025-06-30,1,8,0
CUST2668,Sodhi-Chanda,Non-Profit,Small,2025-02-17,2025-06-21,44,9,0
CUST2669,"Rajagopalan, Bhardwaj and Halder",Retail,Small,2021-12-31,2025-06-30,1,8,0
CUST2670,Ranganathan-Samra,Healthcare,Enterprise,2020-12-29,2023-10-09,7,6,0
CUST2671,Dalal-Madan,Education,Enterprise,2019-04-05,2025-06-30,1,8,0
CUST2672,Rattan-Thaman,Healthcare,Mid-Market,2019-06-24,2025-01-02,36,5,1
CUST2673,"Chaudhari, Khosla and Jani",Education,Enterprise,2019-03-16,2025-06-30,1,8,0
CUST2674,"Kakar, Yadav and Upadhyay",Healthcare,Enterprise,2021-11-23,2025-06-30,1,8,0
CUST2675,"Dutta, Lad and Bera",Finance,Mid-Market,2020-01-13,2025-06-17,21,7,0
CUST2676,"Agrawal, Vora and Shankar",Non-Profit,Enterprise,2022-01-14,2025-03-27,38,5,0
CUST2677,"Kurian, Bala and Choudhary",Manufacturing,Small,2021-05-26,2025-01-24,16,3,1
CUST2678,Sidhu-Mander,Tech,Small,2020-12-08,2025-06-30,1,8,0
CUST2679,Khalsa Inc,Tech,Small,2020-08-17,2025-06-30,1,8,0
CUST2680,Memon LLC,Finance,Mid-Market,2021-05-17,2025-06-30,1,8,0
CUST2681,"Tank, Babu and Mital",Government,Enterprise,2020-07-04,2025-06-30,1,8,0
CUST2682,Bhatnagar-Grewal,Non-Profit,Enterprise,2023-05-16,2023-08-06,6,1,1
CUST2683,Chaudhry Group,Retail,Small,2022-07-20,2025-01-26,47,6,0
CUST2684,"Rau, Bhardwaj and Vora",Tech,Mid-Market,2021-11-11,2025-06-30,1,8,0
CUST2685,"Iyengar, Trivedi and Bail",Finance,Enterprise,2020-12-04,2024-06-16,36,3,1
CUST2686,Ramaswamy PLC,Government,Enterprise,2025-01-03,2025-01-29,27,5,0
CUST2687,Ramesh-Bhatnagar,Tech,Enterprise,2024-10-16,2025-06-30,1,8,0
CUST2688,Rana-Bobal,Finance,Enterprise,2021-02-20,2025-06-30,1,8,0
CUST2689,"Prasad, Sarma and Sahni",Manufacturing,Enterprise,2022-01-25,2024-02-13,1,8,0
CUST2690,"Sarin, Karan and Mall",Tech,Mid-Market,2023-05-27,2023-10-25,41,2,1
CUST2691,"Lad, Sachdeva and Ram",Government,Mid-Market,2019-08-07,2025-06-30,1,8,0
CUST2692,Buch and Sons,Retail,Small,2019-07-16,2023-09-05,4,9,0
CUST2693,Subramanian-Murty,Finance,Enterprise,2024-03-21,2025-06-30,1,8,0
CUST2694,Dyal PLC,Retail,Small,2024-07-27,2025-06-30,1,8,0
CUST2695,Chaudhari and Sons,Education,Mid-Market,2021-11-25,2024-12-31,18,8,0
CUST2696,Pillai-Nair,Tech,Enterprise,2021-07-19,2025-01-27,1,9,0
CUST2697,Sami and Sons,Tech,Mid-Market,2024-04-11,2025-06-30,1,8,0
CUST2698,Kaur Group,Government,Mid-Market,2022-05-05,2025-06-30,1,8,0
CUST2699,Patel Inc,Healthcare,Small,2022-11-07,2025-06-30,1,8,0
CUST2700,"Kalla, Panchal and Kade",Education,Small,2021-06-14,2025-06-30,1,8,0
CUST2701,"Naidu, Singhal and Bandi",Education,Small,2021-05-03,2025-06-30,1,8,0
CUST2702,"Chada, Pau and Pall",Education,Mid-Market,2024-06-07,2025-02-20,2,4,0
CUST2703,Kumer and Sons,Retail,Enterprise,2020-07-26,2025-06-30,1,8,0
CUST2704,Krishna Inc,Retail,Small,2022-10-22,2025-06-30,1,8,0
CUST2705,"Parekh, Zacharia and Mohanty",Healthcare,Small,2022-01-08,2025-06-30,1,8,0
CUST2706,Goswami-Soni,Education,Small,2020-06-26,2023-09-22,38,4,1
CUST2707,Shroff-Kunda,Healthcare,Enterprise,2023-11-26,2025-06-30,1,8,0
CUST2708,Yadav-Sura,Education,Enterprise,2020-10-02,2025-06-30,1,8,0
CUST2709,Grewal-Chaudhary,Government,Enterprise,2019-11-14,2025-06-30,1,8,0
CUST2710,Bhalla-Munshi,Non-Profit,Small,2025-07-04,2025-07-18,20,6,0
CUST2711,Balakrishnan Inc,Tech,Enterprise,2021-04-04,2024-01-30,36,2,1
CUST2712,"Chakraborty, Sehgal and Gandhi",Healthcare,Small,2025-03-05,2025-06-30,1,8,0
CUST2713,Krishna-Setty,Non-Profit,Small,2019-06-26,2025-06-30,1,8,0
CUST2714,"Narayanan, Dube and Kothari",Non-Profit,Small,2025-01-21,2025-06-30,1,8,0
CUST2715,"Mander, Dyal and Chaudry",Education,Small,2023-09-19,2024-10-21,19,7,0
CUST2716,Gokhale-Mukherjee,Manufacturing,Mid-Market,2025-04-29,2025-06-17,31,10,0
CUST2717,Gole-Choudhary,Manufacturing,Enterprise,2020-09-26,2025-05-14,13,9,0
CUST2718,Bahri-Prashad,Tech,Mid-Market,2024-06-21,2024-12-26,9,1,1
CUST2719,"Pai, Suresh and Buch",Education,Small,2025-05-26,2025-07-11,24,5,0
CUST2720,Sathe-Setty,Non-Profit,Enterprise,2021-07-06,2024-09-04,20,1,1
CUST2721,Bhatnagar Ltd,Tech,Enterprise,2021-01-31,2025-02-01,17,7,0
CUST2722,Pillay LLC,Retail,Mid-Market,2021-09-17,2025-06-30,1,8,0
CUST2723,Lata LLC,Education,Enterprise,2022-09-12,2025-06-30,1,8,0
CUST2724,"Chanda, Gade and Sule",Manufacturing,Enterprise,2023-03-20,2025-02-07,46,6,0
CUST2725,"Sathe, Jhaveri and Kapur",Healthcare,Enterprise,2024-02-04,2024-12-20,10,10,0
CUST2726,Bhardwaj-Shetty,Retail,Mid-Market,2023-04-29,2025-06-30,1,8,0
CUST2727,"Wali, Sidhu and Kibe",Education,Small,2019-09-08,2025-04-24,22,7,0
CUST2728,Baria LLC,Education,Mid-Market,2023-04-25,2025-06-30,1,8,0
CUST2729,"Swamy, Chaudhuri and Ram",Government,Enterprise,2024-02-04,2025-06-30,1,8,0
